v,omega,rho0,d0,lam,K_effective,alpha_over_pi,bands,C_pole,status,reason,min_relative_gap,finite_k_max,globally_proven
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.98,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.509512399434963e-08,26.790621665840458,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.98,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,6.4561511181656806e-09,26.790621665840458,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.98,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.929850634815144e-09,10.666666666666666,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.24025390307019104,10.666666666666666,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.929850634815144e-09,10.666666666666666,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.929850634815144e-09,10.666666666666666,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.24025390307019104,10.666666666666666,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.929850634815144e-09,10.666666666666666,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,0.99,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,17.337139770358966,10.0,1.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.887882285004502e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49998880633342785,0.6666666666666666,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.887882285004502e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.887882285004502e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49998880633342785,0.6666666666666666,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.887882285004502e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1e-05,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.923667250549233e-09,26.803847746669476,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.06077994947462889,26.803847746669476,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.923667250549233e-09,26.803847746669476,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.923667250549233e-09,26.803847746669476,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.06077994947462889,26.803847746669476,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.923667250549233e-09,26.803847746669476,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.01,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3775792772860719e-08,53.58124333168074,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.7401774562562186e-08,53.58124333168074,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3775792772860719e-08,53.58124333168074,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3775792772860719e-08,53.58124333168074,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.7401774562562186e-08,53.58124333168074,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3775792772860719e-08,53.58124333168074,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.02,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889593,66.95176168776102,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889538,66.95176168776102,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889538,66.95176168776102,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889538,66.95176168776102,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889538,66.95176168776102,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889593,66.95176168776102,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.025,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532463,80.30576069846553,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532463,80.30576069846553,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532463,80.30576069846553,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532463,80.30576069846553,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532463,80.30576069846553,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532463,80.30576069846553,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.03,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.12892686375966086,111.40782209837349,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.12892686375966086,111.40782209837349,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.12892686375966095,111.40782209837349,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.12892686375966095,111.40782209837349,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.12892686375966086,111.40782209837349,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.12892686375966086,111.40782209837349,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.041676250000000005,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.2527564234719192,220.8826552849859,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.2527564234719192,220.8826552849859,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25275642347191923,220.8826552849859,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25275642347191923,220.8826552849859,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.2527564234719192,220.8826552849859,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.2527564234719192,220.8826552849859,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.0833425,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3524053284036963,326.57820047836327,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3524053284036963,326.57820047836327,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3524053284036963,326.57820047836327,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3524053284036963,326.57820047836327,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3524053284036963,326.57820047836327,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3524053284036963,326.57820047836327,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.12500875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4302589937373679,426.68601371366657,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4302589937373679,426.68601371366657,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.43025899373736803,426.68601371366657,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.43025899373736803,426.68601371366657,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4302589937373679,426.68601371366657,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4302589937373679,426.68601371366657,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.16667500000000002,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4806530693642145,519.4932567596591,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.48065306936421426,519.4932567596591,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.48065306936421426,519.4932567596591,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.48065306936421426,519.4932567596591,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.48065306936421426,519.4932567596591,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4806530693642145,519.4932567596591,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.20834125000000003,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998629665393336,603.4120036704285,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998629665393334,603.4120036704285,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998629665393334,603.4120036704285,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998629665393334,603.4120036704285,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998629665393334,603.4120036704285,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998629665393336,603.4120036704285,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.2500075,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959605,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959605,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959605,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959605,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959605,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959605,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.29167375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,739.0172804864078,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,739.0172804864078,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,739.0172804864078,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,739.0172804864078,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,739.0172804864078,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,739.0172804864078,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.33334,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.3836128467776,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467776,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467776,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467776,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467776,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.3836128467776,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.37500625000000004,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,824.2607524126707,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2607524126707,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2607524126707,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2607524126707,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2607524126707,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,824.2607524126707,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.41667250000000006,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0348436388517,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0348436388517,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000002,846.0348436388517,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000002,846.0348436388517,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0348436388517,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0348436388517,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.45833875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,853.3333332280574,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,853.3333332280574,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,853.3333332280574,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,853.3333332280574,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,853.3333332280574,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,853.3333332280574,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.500005,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938968,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938968,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938968,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938968,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938968,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938968,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5416712499999999,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2538139929054,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2538139929054,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2538139929054,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2538139929054,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2538139929054,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2538139929054,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.5833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3733538681167,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3733538681167,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.3733538681167,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.3733538681167,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3733538681167,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3733538681167,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.62500375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,739.0038764793153,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,739.0038764793153,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,739.0038764793153,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,739.0038764793153,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,739.0038764793153,False
